用户名,UID,评论视频标题,评论视频 BV,评论内容,评论时间,IP 属地
"日向猛虎射门","233676249","县长和鬼子吃饭，听到广播日本宣布投降，当场翻脸逮捕鬼子","BV1ch41187vX","现实是日本天皇宣布投降后的几天内很多鬼子还在烧杀抢掠，​","2021-10-27",""
