用户名,UID,评论视频标题,评论视频 BV,评论内容,评论时间,IP 属地
"s1690",1396110197,"看病花费有望降低！国产核磁共振仪实现量产",BV1j8411m7UT,"[仅不断转载一些倪海厦的视频]你比西医博士更专业呢 还出来洗","2023-07-23 09","湖南"
